name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
Ascott Sentral Kuala Lumpur,535.0,Hotel,Kuala Lumpur,1,5.0,5710.0,8.9,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,1,3,Friday,31,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1067.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,2,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Yemala Suites At Platinum Klcc,581.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,2,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,763.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,2,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Maison 101 By Artez,581.0,Entire House / Apartment,Kuala Lumpur,0,7.6,33.0,7.6,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,2,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,2,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1067.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Yemala Suites At Platinum Klcc,581.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,763.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Maison 101 By Artez,581.0,Entire House / Apartment,Kuala Lumpur,0,7.6,33.0,7.6,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,2,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1601.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,3,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Chaos Boutique Hotel Kuala Lumpur,699.0,Hotel,Kuala Lumpur,1,3.0,2163.0,7.5,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,3,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Bintang Collectionz Hotel,713.0,Hotel,Kuala Lumpur,1,4.0,59.0,8.4,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,3,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Yemala Suites At Platinum Klcc,872.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,3,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",723.0,Hotel,Kuala Lumpur,1,4.0,2701.0,6.8,,Malaysia,Kuala Lumpur,2025-01-31,2025-02-01,3,3,Friday,31,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",465.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,1,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Dorsett Hartamas Kuala Lumpur,216.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,1,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Hotel Maya Kuala Lumpur City Centre,297.0,Hotel,Kuala Lumpur,1,5.0,21534.0,7.9,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,1,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Santa Grand Signature Kuala Lumpur,210.0,Hotel,Kuala Lumpur,1,4.0,7501.0,8.6,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,1,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",465.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,1,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",465.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,2,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Ascott Kuala Lumpur,630.0,Hotel,Kuala Lumpur,1,5.0,10387.0,8.7,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,2,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Dorsett Hartamas Kuala Lumpur,216.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,2,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Else Kuala Lumpur,585.0,Hotel,Kuala Lumpur,1,9.5,347.0,9.5,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,2,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",465.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,2,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Dorsett Hartamas Kuala Lumpur,319.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,3,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
"The Ritz-Carlton, Kuala Lumpur",755.0,Hotel,Kuala Lumpur,1,5.0,13275.0,8.8,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,3,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Sunway Putra Hotel Kuala Lumpur,439.0,Hotel,Kuala Lumpur,1,5.0,45425.0,8.7,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,3,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Ascott Sentral Kuala Lumpur,509.0,Hotel,Kuala Lumpur,1,5.0,5710.0,8.9,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,3,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
Santa Grand Signature Kuala Lumpur,364.0,Hotel,Kuala Lumpur,1,4.0,7501.0,8.6,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,1,3,Monday,10,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",931.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,2,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,353.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,Fair,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,2,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,754.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,2,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,449.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,2,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,2,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",931.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,353.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,Fair,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,754.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,449.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,2,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1396.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,3,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,529.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,3,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Yemala Suites At Platinum Klcc,673.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,3,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Bintang Collectionz Hotel,622.0,Hotel,Kuala Lumpur,1,4.0,59.0,8.4,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,3,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",655.0,Hotel,Kuala Lumpur,1,4.0,2701.0,6.8,,Malaysia,Kuala Lumpur,2025-02-10,2025-02-11,3,3,Monday,10,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",461.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,1,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Santa Grand Signature Kuala Lumpur,210.0,Hotel,Kuala Lumpur,1,4.0,7501.0,8.6,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,1,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Ascott Kuala Lumpur,616.0,Hotel,Kuala Lumpur,1,5.0,10387.0,8.7,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,1,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
The Luxe Klcc View Sky Pool,134.0,Entire House / Apartment,Kuala Lumpur,0,7.3,38.0,7.3,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,1,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Dorsett Hartamas Kuala Lumpur,216.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,1,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",461.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,2,Thursday,20,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Ascott Kuala Lumpur,616.0,Hotel,Kuala Lumpur,1,5.0,10387.0,8.7,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,2,Thursday,20,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Else Kuala Lumpur,585.0,Hotel,Kuala Lumpur,1,9.5,347.0,9.5,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,2,Thursday,20,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
Dorsett Hartamas Kuala Lumpur,216.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,2,Thursday,20,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,377.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,2,Thursday,20,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,
"InterContinental Kuala Lumpur, an IHG Hotel",612.0,Hotel,Kuala Lumpur,1,5.0,25642.0,8.9,Excellent,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Dorsett Hartamas Kuala Lumpur,319.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"The Ritz-Carlton, Kuala Lumpur",708.0,Hotel,Kuala Lumpur,1,5.0,13275.0,8.8,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Sunway Putra Hotel Kuala Lumpur,448.0,Hotel,Kuala Lumpur,1,5.0,45425.0,8.7,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Ascott Sentral Kuala Lumpur,509.0,Hotel,Kuala Lumpur,1,5.0,5710.0,8.9,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,1,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",922.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,2,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,353.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,Fair,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,2,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,509.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,2,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,754.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,2,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Fraser Place,619.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,2,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",922.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,3,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,353.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,Fair,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,3,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,509.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,3,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
The Gardens-A St Giles Signature Hotel & Residence,754.0,Hotel,Kuala Lumpur,1,5.0,21362.0,8.3,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,3,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Fraser Place,619.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,2,3,Thursday,20,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1383.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,3,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Prime Suite at Ampang - Individual Private Rooms,529.0,Serviced apartment,Kuala Lumpur,0,7.4,45.0,7.4,Fair,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,3,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Yemala Suites At Platinum Klcc,763.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,3,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",656.0,Hotel,Kuala Lumpur,1,4.0,2701.0,6.8,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,3,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
The Penthouse Klcc,839.0,Hotel,Kuala Lumpur,1,7.7,1521.0,7.7,,Malaysia,Kuala Lumpur,2025-02-20,2025-02-21,3,3,Thursday,20,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",413.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,1,Sunday,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Ascott Kuala Lumpur,601.0,Hotel,Kuala Lumpur,1,5.0,10387.0,8.7,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,1,Sunday,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
The Luxe Klcc View Sky Pool,134.0,Entire House / Apartment,Kuala Lumpur,0,7.3,38.0,7.3,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,1,Sunday,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
Santa Grand Signature Kuala Lumpur,183.0,Hotel,Kuala Lumpur,1,4.0,7501.0,8.6,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,1,Sunday,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",413.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,1,Sunday,2,3,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",413.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,2,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Ascott Kuala Lumpur,601.0,Hotel,Kuala Lumpur,1,5.0,10387.0,8.7,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,2,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Dorsett Hartamas Kuala Lumpur,216.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,2,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
Else Kuala Lumpur,585.0,Hotel,Kuala Lumpur,1,9.5,347.0,9.5,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,2,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",413.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,2,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,
"InterContinental Kuala Lumpur, an IHG Hotel",594.0,Hotel,Kuala Lumpur,1,5.0,25642.0,8.9,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,3,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Dorsett Hartamas Kuala Lumpur,322.0,Hotel,Kuala Lumpur,1,4.0,3006.0,8.3,Very good,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,3,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Sunway Putra Hotel Kuala Lumpur,552.0,Hotel,Kuala Lumpur,1,5.0,45425.0,8.7,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,3,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Ascott Sentral Kuala Lumpur,511.0,Hotel,Kuala Lumpur,1,5.0,5710.0,8.9,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,3,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
The Westin Kuala Lumpur,702.0,Hotel,Kuala Lumpur,1,5.0,23344.0,8.7,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,1,3,Sunday,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",825.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,2,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
The Penthouse Klcc,646.0,Hotel,Kuala Lumpur,1,7.7,1521.0,7.7,Good,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,2,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,2,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,448.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,2,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",825.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,2,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",825.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,3,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
The Penthouse Klcc,646.0,Hotel,Kuala Lumpur,1,7.7,1521.0,7.7,Good,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,3,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
Fraser Place,618.0,Hotel,Kuala Lumpur,1,4.0,9659.0,8.8,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,3,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,448.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,3,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",825.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,Excellent,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,2,3,Sunday,2,3,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,
"Hotel Indigo Kuala Lumpur on the Park, an IHG Hotel",1238.0,Hotel,Kuala Lumpur,1,5.0,442.0,9.0,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,3,3,Sunday,2,3,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,
Yemala Suites At Platinum Klcc,671.0,Entire House / Apartment,Kuala Lumpur,1,8.5,40.0,8.5,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,3,3,Sunday,2,3,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,
"Fahrenheit Suites Bukit Bintang, Kuala Lumpur",674.0,Hotel,Kuala Lumpur,1,4.0,2701.0,6.8,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,3,3,Sunday,2,3,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,
Bintang Collectionz Hotel,588.0,Hotel,Kuala Lumpur,1,4.0,59.0,8.4,,Malaysia,Kuala Lumpur,2025-03-02,2025-03-03,3,3,Sunday,2,3,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,
