name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-10,2025-04-11,1,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,594.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-04-10,2025-04-11,1,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,2,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,2,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,426.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,2,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,435.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,2,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",713.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,2,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",713.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,435.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,,Malaysia,Putrajaya,2025-04-10,2025-04-11,2,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,653.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,3,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1166.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-10,2025-04-11,3,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,3,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
D Boutique Hotel,452.0,Hotel,7.5 km to City center,0,1.0,1316.0,7.6,,Malaysia,Putrajaya,2025-04-10,2025-04-11,3,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,639.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-10,2025-04-11,3,3,Thursday,10,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,1,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,1,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,1,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Zenith Hotel Putrajaya,319.0,Hotel,0.9 km to City center,1,5.0,9248.0,8.6,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,1,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",356.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,1,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,218.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,194.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,626.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,218.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",518.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,670.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-04-20,2025-04-21,1,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,435.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",713.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,387.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,2,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",713.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,435.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,,Malaysia,Putrajaya,2025-04-20,2025-04-21,2,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,653.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,3,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1166.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-20,2025-04-21,3,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,3,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,611.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-04-20,2025-04-21,3,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,581.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-20,2025-04-21,3,3,Sunday,20,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,1,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,1,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,1,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Zenith Hotel Putrajaya,319.0,Hotel,0.9 km to City center,1,5.0,9248.0,8.6,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,1,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",335.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,1,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,2,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,2,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Bangi Resort Hotel,235.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,2,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
The Everly Putrajaya,196.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,2,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,2,Wednesday,30,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Moxy Putrajaya,626.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",497.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,357.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,505.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,670.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-04-30,2025-05-01,1,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,2,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",670.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,2,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,470.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,2,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,2,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,392.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,2,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,778.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",670.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,470.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,655.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,,Malaysia,Putrajaya,2025-04-30,2025-05-01,2,3,Wednesday,30,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,1083.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,,Malaysia,Putrajaya,2025-04-30,2025-05-01,3,3,Wednesday,30,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
COOP HOTEL PUTRAJAYA & CYBERJAYA,306.0,Hotel,6.1 km to City center,0,7.5,831.0,7.5,Good,Malaysia,Putrajaya,2025-04-30,2025-05-01,3,3,Wednesday,30,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,1387.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,,Malaysia,Putrajaya,2025-04-30,2025-05-01,3,3,Wednesday,30,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
Mercure Living Putrajaya,1102.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-04-30,2025-05-01,3,3,Wednesday,30,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
Bangi Resort Hotel,1768.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-04-30,2025-05-01,3,3,Wednesday,30,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,1,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,410.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,1,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",508.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,1,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,248.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,1,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,231.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,1,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,410.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",508.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,231.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,356.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,648.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",670.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Putrajaya Marriott Hotel,756.0,Hotel,5.0 km to City center,1,5.0,12421.0,8.2,,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,642.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,1,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,821.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,461.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,407.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,2,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,713.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,821.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,526.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
PULSE GRANDE Hotel Putrajaya,688.0,Hotel,2.0 km to City center,1,5.0,9388.0,8.1,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,461.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,2,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Everly Putrajaya,692.0,Hotel,2.1 km to City center,1,4.0,37994.0,8.4,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,3,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,1231.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-10,2025-05-11,3,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,789.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-10,2025-05-11,3,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
D Boutique Hotel,455.0,Hotel,7.5 km to City center,0,1.0,1316.0,7.6,,Malaysia,Putrajaya,2025-05-10,2025-05-11,3,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Enclave Hotel,611.0,Hotel,3.7 km to City center,1,7.9,1801.0,7.9,,Malaysia,Putrajaya,2025-05-10,2025-05-11,3,3,Saturday,10,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Dorsett Putrajaya,263.0,Hotel,1.4 km to City center,1,5.0,19620.0,8.2,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,1,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Moxy Putrajaya,389.0,Hotel,5.3 km to City center,0,4.0,184.0,8.7,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,1,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Living Putrajaya,367.0,Hotel,2.5 km to City center,0,9.1,284.0,9.1,Excellent,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,1,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Palm Garden Hotel, Putrajaya, a Tribute Portfolio Hotel",421.0,Hotel,5.1 km to City center,1,5.0,566.0,8.4,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,1,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Bangi Resort Hotel,248.0,Hotel,8.4 km to City center,1,5.0,16379.0,8.5,Very good,Malaysia,Putrajaya,2025-05-20,2025-05-21,1,1,Tuesday,20,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
